Author,Handle,Media URL,Reposts,Likes,Comments,Views,Post Link,Profile Link,Post,Date,Name,Retweets,Tweet URL,Post Body,Profile Lİnk
Ustadh Juma Okal,@UstadhJumaOkal,,,1.0,,,https://x.com/UstadhJumaOkal,https://x.com/UstadhJumaOkal,@KenyaPower @KenyaPower_Care @NationBreaking @citizentvkenya Does Kenya Power have an MD with grip of his/her service Teams? I reported an issue with my service line connection to the mains on Monday morning booked as Ticket ref. 20230315115438. Up to now am still in darkness!,15-Mar-23,,,,,
Ustadh Juma Okal,@UstadhJumaOkal,,,2.0,,,https://x.com/UstadhJumaOkal,https://x.com/UstadhJumaOkal,@KenyaPower @KenyaPower_Care @NationBreaking @citizentvkenya Does Kenya Power have an MD with grip of his/her service Teams? I reported an issue with my service-line connection to the mains on Monday morning booked as Ticket ref. 20230315115438 Up to now am still in darkness!,15-Mar-23,,,,,
Ustadh Juma Okal,@UstadhJumaOkal,,,1.0,,,https://x.com/UstadhJumaOkal,https://x.com/UstadhJumaOkal,@KenyaPower @KenyaPower_Care @NationBreaking @citizentvkenya Does Kenya Power have an MD with grip of his/her service Teams? I reported an issue with my service-line connection to the mains on Monday morning booked as Ticket ref  20230315115438. Up to now am still in darkness!,15-Mar-23,,,,,
Ustadh Juma Okal,@UstadhJumaOkal,,,2.0,,,https://x.com/UstadhJumaOkal,https://x.com/UstadhJumaOkal,"@KenyaPower @KenyaPower_Care @NationBreaking @citizentvkenya Does, Kenya Power have an MD with grip of his/her service Teams? I reported an issue with my service-line connection to the mains on Monday morning booked as Ticket ref. 20230315115438. Up to now am still in darkness!",15-Mar-23,,,,,
Ustadh Juma Okal,@UstadhJumaOkal,,,2.0,,,https://x.com/UstadhJumaOkal,https://x.com/UstadhJumaOkal,@KenyaPower @KenyaPower_Care @NationBreaking @citizentvkenya Does Kenya Power have an MD with grip of his/her service Teams? I reported an issue with my service-line connection to the mains on Monday morning booked as Ticket ref. 20230315115438. Up to now am still in darkness,15-Mar-23,,,,,
Ustadh Juma Okal,@UstadhJumaOkal,,,,,,https://x.com/UstadhJumaOkal,https://x.com/UstadhJumaOkal,@KenyaPower @KenyaPower_Care @NationBreaking @citizentvkenya Does Kenya Power have an MD with grip of his/her service Teams? I reported an issue with my service-line connection to the mains on Monday morning booked as Ticket ref. 20230315115438. Up to now am still in darkness!,15-Mar-23,,,,,
Andrew Mwita Mohoni,@MwitaAndrew,,,5.0,,,https://x.com/MwitaAndrew,https://x.com/MwitaAndrew,@KenyaPower I applied and paid for connection more than five months ago. Every time I make an inquiry naambiwa meters are not available. Kwani you procure them from Russia? Munatubeba sana.,12-Mar-23,,,,,
George kiplagat,@jijokip,,,,,,https://x.com/jijokip,https://x.com/jijokip,"@EnergyMinK  @DavisChirchir8  please order @KenyaPower @KenyaPower_Care to refund our funds if they can't connect  us with power. #powersasa is tag should changed to #powerhakuna.
Its over 6months no connection jameni. #itsashame",11-Mar-23,,,,,
Jackkija,@jakobo2030,,,,1.0,,https://x.com/jakobo2030,https://x.com/jakobo2030,What is the time frame for new connections?,10-Mar-23,,,,,
JAMES,@cauvin_james,,,,,,https://x.com/cauvin_james,https://x.com/cauvin_james,Bring us metres for connection then we can dance this in light.,8-Mar-23,,,,,
Newton Otieno,@newton_otieno,,,,,,https://x.com/newton_otieno,https://x.com/newton_otieno,@KenyaPower_Care @KenyaPower Ever since I applied for power connection at your Kisumu branch. fraudsters are calling me purporting to be your staff with underhand dealings. Please work on your data protection systems. Check on these two numbers: 0750780068 & 0746796403,6-Mar-23,,,,,
The Next Big Thing,@murrayk1,,,,,,https://x.com/murrayk1,https://x.com/murrayk1,"This is Just Plain Daylight ROBBERY ,@KenyaPower Collects Money from Consumers for Connections ,Doesn't Connect has a Backlog of nearly 3years, Doesn't Pay Suppliers ,We don't have Competition or any Recourse ,What the HELL is this ,SHAME on @EnergyMinK @EPRA_Ke",5-Mar-23,,,,,
Felix Mick,@FelixMick2,,,,3.0,,https://x.com/FelixMick2,https://x.com/FelixMick2,"Hello @KenyaPower_Care  siku izi ukilipa tokens lazima uwe na connection ndo upate message ya kufed @KenyaPower 
Sai almost 30 minutes waiting for message yet to received what's the problem",4-Mar-23,,,,,
Mac Lawry,@Maclawree,,,,1.0,,https://x.com/Maclawree,https://x.com/Maclawree,"@KenyaPower_Care @KenyaPower Our prepaid inhemeter units are down, they have a connection fail, this means we dont have power even though we have units paid and we cant load more units. Customer service says the reponse time is 7 days. How can a family stay 7 days without power?",3-Mar-23,,,,,
Sylvestre Yonga,@OtienoYonga,,,1.0,,,https://x.com/OtienoYonga,https://x.com/OtienoYonga,Visit Mukuru kwa Njenga and other informal settlements you will have to  arrest members of the entire village. A whole chain  of cartels in collusion with Kenya power staff and contractors tapping illegal connections on the power grid.Its  damning. Net effect:constant blackouts.,2-Mar-23,,,,,
Prideclick Express,@PrideClick,,,,1.0,,https://x.com/PrideClick,https://x.com/PrideClick,"Fast track connections in ruiru, 7th month now waiting",27-Feb-23,,,,,
Sarah Mutua,@mutuasara,,,,,,https://x.com/mutuasara,https://x.com/mutuasara,"In this cost of power debate, the elephant issue which is also given a blind eye ni the many illegal connections some of which we have reported to @KenyaPower_Care @KenyaPower sijui ata kwa @EnergyMinK but nothing is done at all. Indirectly, mwananchi is paying for this! No?",25-Feb-23,,,,,
Gladwell Otieno,@Gladwellotieno,,,,,,https://x.com/Gladwellotieno,https://x.com/Gladwellotieno,There was no re- connection cos there was never a disconnection. It’s just one of the myriad ways in which consumers are fleeced in this country. #SwitchOffKPLC,24-Feb-23,,,,,
Harakisha,@harakisha2,,,1.0,,,https://x.com/harakisha2,https://x.com/harakisha2,"I thot @KenyaPower implements policy pronouncements made by @StateHouseKenya President. A hustler to pay 124,000 electricity connection fee? How? From where? Unless u condemning him forever in darkness",24-Feb-23,,,,,
Voice of Sport,@vos_africa,,,1.0,,,https://x.com/vos_africa,https://x.com/vos_africa,"Dear @DavidNdii, @KenyaPower still not operating on 'commercial principle', instead of smiling n welcoming me, customer, office in Ruiru has not made connection, paid for to open business ... now 9 months n counting. Visiting them is like going to DC's office (self importance)",23-Feb-23,,,,,
Kipkorir Larsh,@KorirLarsh,,,1.0,,,https://x.com/KorirLarsh,https://x.com/KorirLarsh,@KenyaPower_Care @KenyaPower  then why are the “legal connections” taking ages? It’s been more than 5months since I completed the application yet power hasn’t been connected….such a disappointment!!This is what gives way for rogue employees to put up illegal connections!,23-Feb-23,,,,,
Jay,@Joshuajkariuki,,1.0,6.0,7.0,,https://x.com/Joshuajkariuki,https://x.com/Joshuajkariuki,"I applied for new connection after building our rural home and @KenyaPower sent me a quotation of 217,000 my brother i just laughed and used 100k to install 2Kv Solar system, lights all night and pumps water all day at zero cost since last year, their scammers keep calling me",23-Feb-23,,,,,
Kenny,@mbaya_ken,,1.0,1.0,1.0,,https://x.com/mbaya_ken,https://x.com/mbaya_ken,"Alternative source of power will do,I applied for connection in 2021, given a ref number.2 yrs down the designer has not covered 30 kms to my place, given several trips to kplc office.2023 am installing 5kva of solar by april.sitaki stress",23-Feb-23,,,,,
Abubakar,@Abdul58496254,,,,3.0,,https://x.com/Abdul58496254,https://x.com/Abdul58496254,"@KenyaPower hello I've currently put tokens but nikiweka inaniambia connection failed ...kindly help 
Mtr no:37171701909",21-Feb-23,,,,,
Beginning Stocks 2024,@Cipher35667011,,,,3.0,,https://x.com/Cipher35667011,https://x.com/Cipher35667011,"@KenyaPower_Care I applied for power connection. I paid all the charges. It's now months, no connection. I'm always told, ""our team will visit the site next week"". cc @KenyaPower",21-Feb-23,,,,,
Yegon,@KimurgorYegon,,,1.0,,,https://x.com/KimurgorYegon,https://x.com/KimurgorYegon,"@KenyaPower I once did an application in your offices Kapsabet Feb 2022 for power connection.
The guys came for inspection and for quotation report.
They promise to communicate back but never till date , ama mlitaka kitu kidogo?",21-Feb-23,,,,,
Laban Thua Gachie,@labanthua,,,,2.0,,https://x.com/labanthua,https://x.com/labanthua,"@KenyaPower_Care @KenyaPower I applied for a new power connection here in Machakos and a guy has just called me telling me to send ""pesa ya mafuta"" so that he can come for an assessment. Failure to which I will get my connection next year. Is this the case or the guy is a conman?",20-Feb-23,,,,,
walvine mach,@walvine,,,,,,https://x.com/walvine,https://x.com/walvine,18th day in darkness @KenyaPower_Care  enjoying us.... We're paying cartels from @KenyaPower for hourly connection. Another post is almost falling...yak,18-Feb-23,,,,,
Simba,@kev_simba,,,,,,https://x.com/kev_simba,https://x.com/kev_simba,"@KenyaPower_Care @KenyaPower 
No power in Oloitoktok, kindly restore the connection. It is more than 12 hrs now.",17-Feb-23,,,,,
James Mwaniki,@jmnjiru84,,,,1.0,,https://x.com/jmnjiru84,https://x.com/jmnjiru84,3 months is a long time to have their materials and meters in order! The new connections that are being promised by our H.E @WilliamsRuto are not been executed by @KenyaPower @KenyaPower_Care @JerotichSeii #Switchoffkplc #Sitoikitukidogo,16-Feb-23,,,,,
Kam Techy,@kam_techy,,,,,,https://x.com/kam_techy,https://x.com/kam_techy,"@KenyaPower Quick one, what's the scientific theory behind this
How would you know how to bill a unmetered connection @KenyaPower_Care",15-Feb-23,,,,,
Rein,@Asamoh_,,,2.0,,,https://x.com/Asamoh_,https://x.com/Asamoh_,This GHETO GAVA #uncensored by @KTNNewsKE exposés underworld of illegal power connection in slums where police are running an extortion ring in collusion with corrupt @KenyaPower technicians.,11-Feb-23,,,,,
JessQuerido,@KateWairiaJessQ,,,,3.0,,https://x.com/KateWairiaJessQ,https://x.com/KateWairiaJessQ,"Kindly send someone to kitengela Balozi rd to exchange a fault prepaid meter . 37231504939 , it's been displaying ""connection fail"" almost 2 weeks now. Am out of power now and I can't feed in the tokens. Come to your job please, I've already called the customer care",10-Feb-23,,,,,
grid ojaka,@GridOjaka,,,,1.0,,https://x.com/GridOjaka,https://x.com/GridOjaka,"@KenyaPower What will it take for you to fix a faulty connection on this transformer? Are you waiting for an electrocution incident?! FAULTY TRANSFORMER PRODUCING SPARKS AND CONSTANT BUZZING SOUND,MT VIEW REFLECTIONS FLAT NEXT TO TOSHA PETROL STATION,WAIYAKI WAY @WilliamsRuto",9-Feb-23,,,,,
Brother Jobson,@jobsonsix6,,,,1.0,,https://x.com/jobsonsix6,https://x.com/jobsonsix6,"Good evening @KenyaPower_Care @KenyaPower, there was a last mile connection that commence sometimes back May last year in siaya. Everything was complete but transformer were never erected to date. Kindly provide the information as to why the project stalled.",9-Feb-23,,,,,
Positivity,@bitch_badbad,,,,1.0,,https://x.com/bitch_badbad,https://x.com/bitch_badbad,"@KenyaPower I honestly don't understand what is going on with you guys. I applied for electricity connection. One of your guys was sent to see how many poles will be needed. He said one. Then I get a quotation of 202,381 shs. Are you serious?",9-Feb-23,,,,,
Festus Cheruiyot,@FestusC98115187,,,,1.0,,https://x.com/FestusC98115187,https://x.com/FestusC98115187,I applied for power connection last year but update I am in darkness.,8-Feb-23,,,,,
RoastMan Muturis,@MuturisRoastman,,,,,,https://x.com/MuturisRoastman,https://x.com/MuturisRoastman,Please check for us our application. Ref E21572021050080. What is the status please? When will the connection happen? Paid on Nov 1 2022.,7-Feb-23,,,,,
RoastMan Muturis,@MuturisRoastman,,,,2.0,,https://x.com/MuturisRoastman,https://x.com/MuturisRoastman,Well hello favourite people at @KenyaPower @KenyaPower_Care… it’s 99 days since we paid for elec connection Ref: E21572021050080. We were promised an update call yesterday… nothing yet. @EnergyMinK,7-Feb-23,,,,,
Ash,@jfdgdhcet,,,,,,https://x.com/jfdgdhcet,https://x.com/jfdgdhcet,Hello...what are your charges for connection in kitengela. We've been charged 1million for power connection. Is that really fair,6-Feb-23,,,,,
Samuel,@koitalel,,,,,,https://x.com/koitalel,https://x.com/koitalel,@KenyaPower somebody has called me this morning requesting me to pay 960 for account activation for a new power connection. His number is 0786207841. Is this a legitimate Kplc staff or a conman.,4-Feb-23,,,,,
@Sen.Busolo_Aggrey,@Sen.Busolo_Aggrey,,,,,,https://x.com/BusoloAggrey,https://x.com/BusoloAggrey,Connection and being part of azimio deep state muhimu Sana ...,3-Feb-23,,,,,
Jackson Ndirangu,@Ndirangujack,,,,1.0,,https://x.com/Ndirangujack,https://x.com/Ndirangujack,I was swindled money by Kenya power staff. I got connected for a month then disconnected citing illegal connection and meter confiscated.  I demand a refund of my money.,3-Feb-23,,,,,
Gachugia James,@GachugiaJ,,,,,,https://x.com/GachugiaJ,https://x.com/GachugiaJ,"How long does it take for 3-Phase new connections to be installed? I made an application for 3-Phase in April 2022 at your Kerugoya Branch, but up to now no installation. I had paid the whole amount of over KSh. 300,000, Ref No.: E25212022040034. Give me an update on this",3-Feb-23,,,,,
George kiplagat,@jijokip,,,,,,https://x.com/jijokip,https://x.com/jijokip,@KenyaPower_Care @KenyaPower  it's beyond disappointment that new connection take over 5 months and still counting.... It unacceptable. #PowerSawa this jokes will come to an end one day. Remember what happened to posta?,2-Feb-23,,,,,
UpeoHub Digital,@upeohubdigital,,,,,,https://x.com/upeohubdigital,https://x.com/upeohubdigital,"@ephraimnjegafan has lamented that officials from @KenyaPower  have been ‘sitting’ on some power connection applications for years.

He said Kenya Power visited them in 2018, put posts and wires all the way to people’s houses and disappeared to date.

https://upeohubdigital.co.ke/2238/man-laments-after-kenya-power-failed-to-connect-his-rural-with-power-4-years-after-application/…",2-Feb-23,,,,,
